House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
14,Weston Inlet,Dennis,Ball,10,Son,NA,Male,Student,None,NA
14,Weston Inlet,Kerry,Ball,2,Daughter,NA,Female,Child,None,NA
15,Weston Inlet,Kirsty,Franklin,54,Head,Divorced,Female,Unemployed,None,Christian
15,Weston Inlet,Tracey,Franklin,16,Daughter,NA,Female,Student,None,NA
15,Weston Inlet,Valerie,Wilkinson-Franklin,10,Daughter,NA,Female,Student,None,NA
15,Weston Inlet,Kathryn,Wilkinson-Franklin,10,Daughter,NA,Female,Student,None,NA
16,Weston Inlet,Stacey,Owens,29,Head,Single,Female,Unemployed,None,Sikh
16,Weston Inlet,Holly,Owens,12,Daughter,NA,Female,Student,None,NA
16,Weston Inlet,Roy,Owens,8,Son,NA,Male,Student,None,NA
16,Weston Inlet,Marcus,Owens,6,Son,NA,Male,Student,None,NA
16,Weston Inlet,Louis,Owens,6,Son,NA,Male,Student,None,NA
16,Weston Inlet,Jay,Owens,1,Son,NA,Male,Child,None,NA
16,Weston Inlet,Victor,Owens,0,Son,NA,Male,Child,None,NA
16,Weston Inlet,Rosie,Ward,40,Lodger,Single,Female,Neurosurgeon,None,None
16,Weston Inlet,Ashley,Cole,44,Lodger,Divorced,Male,Broadcast engineer,None,Methodist
16,Weston Inlet,Michael,Connor,37,Visitor,Single,Male,"Scientist, water quality",None,Catholic
17,Weston Inlet,Liam,Hughes,58,Head,Single,Male,Medical sales representative,None,None
17,Weston Inlet,Helen,Allen,37,None,Single,Female,"Scientist, physiological",None,None
17,Weston Inlet,Sean,James,49,None,Single,Male,Occupational hygienist,None,Catholic
17,Weston Inlet,Leah,Cooke,59,None,Single,Female,Community pharmacist,None,None
17,Weston Inlet,Dean,Johnson,24,None,Single,Male,Graphic designer,None,Catholic
18,Weston Inlet,Teresa,Edwards,49,Head,Married,Female,Chartered certified accountant,None,None
18,Weston Inlet,Danny,Edwards,58,Husband,Married,Male,Human resources officer,None,None
18,Weston Inlet,Dylan,Edwards,32,Son,Single,Male,Operations geologist,None,None
18,Weston Inlet,Benjamin,Edwards,29,Son,Single,Male,"Designer, industrial/product",None,None
18,Weston Inlet,Linda,Edwards,25,Daughter,Single,Female,Paediatric nurse,None,None
18,Weston Inlet,Gavin,Edwards,20,Son,Divorced,Male,University Student,None,None
18,Weston Inlet,Rachel,Edwards,18,Daughter,Single,Female,Student,None,None
18,Weston Inlet,Sam,Edwards,15,Son,NA,Male,Student,None,NA
18,Weston Inlet,Jamie,Edwards,14,Son,NA,Male,Student,None,NA
18,Weston Inlet,Vincent,Edwards,10,Son,NA,Male,Student,None,NA
19,Weston Inlet,Roger,Green,28,Head,Married,Male,Product manager,None,None
19,Weston Inlet,Anne,Green,31,Wife,Married,Female,Office manager,None,None
19,Weston Inlet,Margaret,Richards,38,Cousin,Single,Female,"Geologist, wellsite",None,None
19,Weston Inlet,Tony,Ellis,41,Cousin,Divorced,Male,"Copywriter, advertising",None,None
19,Weston Inlet,Elizabeth,Hyde-Ellis,26,Cousin,Single,Female,Trade mark attorney,None,None
19,Weston Inlet,Ryan,Hyde-Ellis,30,Cousin,Single,Male,"Teacher, special educational needs",None,None
19,Weston Inlet,Rosemary,Hyde-Ellis,37,Cousin,Single,Female,Television camera operator,None,None
19,Weston Inlet,Brian,Gould,41,Cousin,Divorced,Male,Unemployed,None,None
19,Weston Inlet,Norman,Gould,43,Cousin,Widowed,Male,"Designer, ceramics/pottery",None,None
1,Guardian Crescent,Joe,Evans,25,Head,Single,Male,"Presenter, broadcasting",None,None
1,Guardian Crescent,Naomi,Skinner,49,None,Divorced,Female,Forest/woodland manager,None,Catholic
1,Guardian Crescent,Abigail,Farrell,35,None,Single,Female,"Scientist, research (medical)",None,None
1,Guardian Crescent,Russell,Sullivan,35,None,Single,Male,Unemployed,None,None
1,Guardian Crescent,Joanne,Morgan,35,None,Single,Female,Materials engineer,None,None
1,Guardian Crescent,Rosie,Parker,21,None,Single,Female,University Student,None,Christian
2,Guardian Crescent,Carol,Jones,43,Head,Single,Female,Unemployed,None,Catholic
2,Guardian Crescent,Sian,Jones,6,Daughter,NA,Female,Student,None,NA
2,Guardian Crescent,Gerard,Jones,4,Son,NA,Male,Child,None,NA
2,Guardian Crescent,Grace,Jones,4,Daughter,NA,Female,Child,None,NA
2,Guardian Crescent,Matthew,Anderson,52,Lodger,Single,Male,Accounting technician,None,None
3,Guardian Crescent,Victoria,Powell,72,Head,Married,Female,Retired Office manager,None,Christian
3,Guardian Crescent,Jack,Powell,76,Husband,Married,Male,Retired Research scientist (medical),None,None
3,Guardian Crescent,Nigel,Powell,14,Grandson,NA,Male,Student,None,NA
3,Guardian Crescent,Jade,Powell,12,Granddaughter,NA,Female,Student,None,NA
3,Guardian Crescent,Shaun,Powell,11,Grandson,NA,Male,Student,None,NA
4,Guardian Crescent,Tracey,Lewis,51,Head,Divorced,Female,Ophthalmologist,None,None
4,Guardian Crescent,Ben,Lewis,22,Son,Single,Male,University Student,None,None
4,Guardian Crescent,Jay,Lewis,22,Son,Single,Male,University Student,None,None
4,Guardian Crescent,Grace,Lewis,19,Daughter,Divorced,Female,University Student,None,None
4,Guardian Crescent,Eric,Lewis,15,Son,NA,Male,Student,None,NA
5,Guardian Crescent,Natasha,Smith,45,Head,Married,Female,Theatre manager,None,None
5,Guardian Crescent,Shaun,Smith,44,Husband,Married,Male,Equities trader,None,None
5,Guardian Crescent,Katy,Smith,23,Daughter,Single,Female,Academic librarian,None,None
5,Guardian Crescent,Kathleen,Smith,21,Daughter,Single,Female,University Student,None,None
5,Guardian Crescent,Stacey,Smith,17,Daughter,NA,Female,Student,None,NA
1,Bathhouse Street,Valerie,Taylor,65,Head,Married,Female,"Producer, television/film/video",None,Christian
1,Bathhouse Street,Tom,Taylor,65,Husband,Married,Male,Futures trader,None,None
2,Bathhouse Street,Nathan,Ball,27,Head,Divorced,Male,"Surveyor, land/geomatics",None,Methodist
3,Bathhouse Street,Naomi,Butcher,32,Head,Single,Female,Arts administrator,None,None
3,Bathhouse Street,Anthony,Walsh,33,Partner,Single,Male,Museum/gallery exhibitions officer,None,None
3,Bathhouse Street,Patricia,Butcher,14,Daughter,NA,Female,Student,None,NA
4,Bathhouse Street,Denise,Noble,47,Head,Single,Female,Unemployed,None,None
4,Bathhouse Street,Marcus,Noble,14,Son,NA,Male,Student,None,NA
4,Bathhouse Street,Glen,Noble,10,Son,NA,Male,Student,None,NA
4,Bathhouse Street,Olivia,Noble,7,Daughter,NA,Female,Student,None,NA
1,Parrot Summit,Peter,Whitehouse,80,Head,Widowed,Male,Retired Building surveyor,None,Christian
2,Parrot Summit,Kieran,Marsh,65,Head,Married,Male,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
2,Parrot Summit,Kelly,Marsh,63,Wife,Married,Female,Race relations officer,None,Christian
3,Parrot Summit,Charlie,Pollard,36,Head,Widowed,Male,Translator,None,Methodist
4,Parrot Summit,Gareth,Thompson,49,Head,Single,Male,"Conservation officer, nature",None,Christian
5,Parrot Summit,Mary,Turnbull,68,Head,Single,Female,Retired Legal executive,None,None
6,Parrot Summit,John,Taylor,73,Head,Widowed,Male,Retired Research scientist (life sciences),None,None
7,Parrot Summit,Paul,Harris,63,Head,Divorced,Male,"Horticulturist, commercial",None,Christian
8,Parrot Summit,Aimee,King,57,Head,Married,Female,Equities trader,None,Catholic
8,Parrot Summit,Donald,King,61,Husband,Married,Male,Biomedical scientist,None,Catholic
8,Parrot Summit,Shirley,King,16,Daughter,NA,Female,Student,None,NA
9,Parrot Summit,Margaret,Williamson,50,Head,Single,Female,Futures trader,None,Catholic
9,Parrot Summit,Scott,Anderson,47,Partner,Single,Male,Veterinary surgeon,None,Catholic
10,Parrot Summit,Marc,Kelly,49,Head,Single,Male,Jewellery designer,None,Methodist
11,Parrot Summit,Elizabeth,Scott,40,Head,Married,Female,Operational investment banker,None,Methodist
11,Parrot Summit,Joe,Scott,45,Husband,Married,Male,Associate Professor,None,Methodist
12,Parrot Summit,Anne,Hall,74,Head,Widowed,Female,Retired Forensic scientist,None,Muslim
13,Parrot Summit,Janice,Cartwright,39,Head,Divorced,Female,Office manager,None,Methodist
14,Parrot Summit,Helen,Alexander,87,Head,Single,Female,Retired Chief of Staff,None,Christian
15,Parrot Summit,Neil,Sims,44,Head,Single,Male,Unemployed,None,Christian
16,Parrot Summit,Alexandra,Morton,34,Head,Single,Female,Field seismologist,None,Catholic
16,Parrot Summit,Joan,Hamilton,20,None,Single,Female,University Student,None,Methodist
16,Parrot Summit,Oliver,Oliver,18,None,Single,Male,Student,None,NA
17,Parrot Summit,Bethany,Martin,74,Head,Divorced,Female,Retired Stage manager,None,Catholic
18,Parrot Summit,Eileen,Hopkins,48,Head,Single,Female,"Teacher, primary school",None,Muslim
19,Parrot Summit,Jacob,Reid,48,Head,Single,Male,Education administrator,None,Catholic
19,Parrot Summit,Emma,Price,38,None,Single,Female,Medical physicist,None,Methodist
20,Parrot Summit,Darren,Jackson,85,Head,Divorced,Male,Retired Local government officer,None,Christian
21,Parrot Summit,Jade,Jones,44,Head,Divorced,Female,Careers information officer,None,Christian
21,Parrot Summit,Kerry,Jones,12,Daughter,NA,Female,Student,None,NA
21,Parrot Summit,Karl,Jones,11,Son,NA,Male,Student,None,NA
22,Parrot Summit,Naomi,Richards,84,Head,Divorced,Female,"Retired Conservation officer, nature",None,Christian
23,Parrot Summit,Clifford,Jennings,32,Head,Single,Male,Data processing manager,None,Muslim
24,Parrot Summit,Damian,Booth,44,Head,Single,Male,Food technologist,None,Catholic
24,Parrot Summit,Rachel,Bennett,39,Partner,Single,Female,Barista,None,None
25,Parrot Summit,Joanne,Smith,87,Head,Divorced,Female,Retired Occupational psychologist,None,Christian
26,Parrot Summit,Joanna,Talbot,54,Head,Widowed,Female,Speech and language therapist,None,Christian
27,Parrot Summit,Hayley,Shaw,36,Head,Divorced,Female,Diagnostic radiographer,None,None
28,Parrot Summit,Gregory,Edwards,39,Head,Married,Male,"Journalist, broadcasting",None,None
28,Parrot Summit,Nicola,Edwards,35,Wife,Married,Female,"Psychologist, counselling",None,None
28,Parrot Summit,Alison,Connolly,38,Lodger,Single,Female,"Production assistant, radio",None,None
29,Parrot Summit,Hollie,Ward,57,Head,Divorced,Female,"Designer, television/film set",None,None
30,Parrot Summit,Reece,Brown,69,Head,Widowed,Male,Retired Product manager,None,None
30,Parrot Summit,Charlie,Brown,2,Grandson,NA,Male,Child,None,NA
31,Parrot Summit,Jennifer,Williams,73,Head,Single,Female,Retired IT technical support officer,None,Methodist
32,Parrot Summit,Bethan,Green,74,Head,Widowed,Female,Retired Special effects artist,None,Christian
33,Parrot Summit,Kirsty,Wood,33,Head,Divorced,Female,Electrical engineer,None,Christian
34,Parrot Summit,Martyn,Barnes,42,Head,Single,Male,"Surveyor, mining",None,Christian
1,Elizabeth Springs,Sara,Murray,37,Head,Married,Female,Chief Marketing Officer,None,Catholic
1,Elizabeth Springs,Steven,Murray,39,Husband,Married,Male,Manufacturing systems engineer,None,Catholic
1,Elizabeth Springs,Kayleigh,Murray,11,Daughter,NA,Female,Student,None,NA
1,Elizabeth Springs,Bryan,Murray,11,Son,NA,Male,Student,None,NA
2,Elizabeth Springs,Louise,Weston,40,Head,Married,Female,Agricultural consultant,None,Christian
2,Elizabeth Springs,Andrew,Weston,47,Husband,Married,Male,"Scientist, marine",None,Christian
2,Elizabeth Springs,Clive,Weston,8,Son,NA,Male,Student,None,NA
2,Elizabeth Springs,Tina,Weston,5,Daughter,NA,Female,Student,None,NA
3,Elizabeth Springs,Jill,Hall,24,Head,Single,Female,Electronics engineer,None,Muslim
3,Elizabeth Springs,Karen,Turner,48,None,Single,Female,Brewing technologist,None,Catholic
4,Elizabeth Springs,Frances,Smith,54,Head,Married,Female,Colour technologist,None,Christian
4,Elizabeth Springs,Nathan,Smith,56,Husband,Married,Male,"Engineer, energy",None,Christian
4,Elizabeth Springs,Marian,Smith,22,Daughter,Single,Female,University Student,None,None
5,Elizabeth Springs,Lesley,Ferguson,44,Head,Married,Female,Arts development officer,None,Christian
5,Elizabeth Springs,Barry,Ferguson-Matthews,45,Husband,Married,Male,"Engineer, manufacturing systems",None,Christian
5,Elizabeth Springs,Anthony,Ferguson-Matthews,12,Son,NA,Male,Student,None,NA
5,Elizabeth Springs,Reece,Ferguson-Matthews,9,Son,NA,Male,Student,None,NA
5,Elizabeth Springs,Shane,Ferguson-Matthews,9,Son,NA,Male,Student,None,NA
6,Elizabeth Springs,Joshua,Evans,20,Head,Single,Male,University Student,None,Catholic
6,Elizabeth Springs,Bethan,White,40,None,Single,Female,Transport planner,None,None
7,Elizabeth Springs,June,Harvey,61,Head,Married,Female,Paediatric nurse,None,Catholic
7,Elizabeth Springs,Elliott,Harvey,72,Husband,Married,Male,Retired Learning disability nurse,None,Catholic
7,Elizabeth Springs,Sam,Harvey,28,Son,Single,Male,"Administrator, arts",None,Catholic
7,Elizabeth Springs,Antony,Harvey,27,Son,Single,Male,Unemployed,None,Catholic
8,Elizabeth Springs,Mandy,Williams,32,Head,Single,Female,Unemployed,None,None
8,Elizabeth Springs,Russell,Williams,9,Son,NA,Male,Student,None,NA
8,Elizabeth Springs,Mitchell,Williams,6,Son,NA,Male,Student,None,NA
9,Elizabeth Springs,Susan,Kelly,56,Head,Married,Female,Medical secretary,None,Christian
9,Elizabeth Springs,Victor,Kelly,59,Husband,Married,Male,Occupational therapist,None,None
9,Elizabeth Springs,Damian,Gardner,3,Grandson,NA,Male,Child,None,NA
9,Elizabeth Springs,Carly,Price,2,Granddaughter,NA,Female,Child,None,NA
10,Elizabeth Springs,Elaine,Watson,57,Head,Single,Female,Sports therapist,None,Jewish
11,Elizabeth Springs,Tony,Hardy,50,Head,Married,Male,Geophysicist/field seismologist,None,Catholic
11,Elizabeth Springs,Lisa,Hardy,48,Wife,Married,Female,"Journalist, newspaper",None,None
12,Elizabeth Springs,Gavin,Norris,18,Head,Divorced,Male,Student,None,NA
13,Elizabeth Springs,Simon,Oliver,27,Head,Single,Male,Politician's assistant,None,None
13,Elizabeth Springs,Amber,Williams,25,Partner,Single,Female,Dietitian,None,None
14,Elizabeth Springs,Gregory,Cole,45,Head,Single,Male,"Engineer, land",None,Christian
14,Elizabeth Springs,Rebecca,Roberts,55,None,Divorced,Female,Jewellery designer,None,Christian
15,Elizabeth Springs,Stacey,Brown,69,Head,Married,Female,Retired Theatre stage manager,None,None
15,Elizabeth Springs,Duncan,Brown,72,Husband,Married,Male,"Retired Producer, television/film/video",None,None
15,Elizabeth Springs,Brenda,Brown,42,Daughter,Divorced,Female,"Research officer, trade union",None,None
15,Elizabeth Springs,Nicholas,Brown,41,Son,Single,Male,Learning disability nurse,None,None
15,Elizabeth Springs,Hugh,Brown,40,Son,Single,Male,Osteopath,None,None
16,Elizabeth Springs,Sophie,Bell,35,Head,Single,Female,Multimedia specialist,None,None
16,Elizabeth Springs,Lawrence,Bell,15,Son,NA,Male,Student,None,NA
16,Elizabeth Springs,Molly,Bell,15,Daughter,NA,Female,Student,None,NA
16,Elizabeth Springs,Cheryl,Bell,12,Daughter,NA,Female,Student,None,NA
17,Elizabeth Springs,Hayley,Hall,76,Head,Married,Female,Retired Network engineer,None,Catholic
17,Elizabeth Springs,Gordon,Hall,81,Husband,Married,Male,Retired IT consultant,None,None
17,Elizabeth Springs,Cameron,Hall,20,Grandson,Divorced,Male,Podiatrist,None,None
17,Elizabeth Springs,Denis,Reynolds,20,Grandson,Single,Male,University Student,None,Catholic
18,Elizabeth Springs,Carole,Edwards,43,Head,Divorced,Female,Ecologist,None,Christian
18,Elizabeth Springs,Jeremy,Edwards,11,Son,NA,Male,Student,None,NA
19,Elizabeth Springs,Sean,Newton,24,Head,Single,Male,"Psychologist, sport and exercise",None,Sikh
19,Elizabeth Springs,Leon,Robinson,50,None,Single,Male,Unemployed,None,None
19,Elizabeth Springs,Alison,Wells,63,None,Single,Female,Data scientist,None,Christian
19,Elizabeth Springs,Declan,Phillips,45,None,Single,Male,IT trainer,None,Christian
19,Elizabeth Springs,Geraldine,Singh,41,None,Single,Female,Osteopath,None,None
20,Elizabeth Springs,Kate,Morris,21,Head,Single,Female,University Student,None,None
20,Elizabeth Springs,Liam,Barnes,19,Partner,Single,Male,University Student,None,None
21,Elizabeth Springs,Marcus,Vaughan-Carr,43,Head,Married,Male,Web designer,None,Catholic
21,Elizabeth Springs,Pamela,Vaughan-Carr,42,Wife,Married,Female,"Administrator, local government",None,Catholic
22,Elizabeth Springs,Joanna,Martin,39,Head,Single,Female,Production engineer,None,Christian
22,Elizabeth Springs,Martyn,Conway,43,Partner,Single,Male,Animal technologist,None,Christian
22,Elizabeth Springs,Jessica,Martin,1,Daughter,NA,Female,Child,None,NA
22,Elizabeth Springs,Kelly,Davies,19,Lodger,Single,Female,University Student,None,Christian
23,Elizabeth Springs,Victoria,Bailey,48,Head,Divorced,Female,"Pilot, airline",None,Catholic
23,Elizabeth Springs,Pamela,Bailey,16,Daughter,NA,Female,Student,None,NA
24,Elizabeth Springs,Charlene,Taylor,45,Head,Single,Female,Land/geomatics surveyor,None,Catholic
24,Elizabeth Springs,Gregory,Taylor,25,Son,Single,Male,"Librarian, public",None,None
25,Elizabeth Springs,Bruce,Khan,36,Head,Married,Male,Physiological scientist,None,Christian
25,Elizabeth Springs,Deborah,Khan,33,Wife,Married,Female,Fast food restaurant manager,None,Christian
25,Elizabeth Springs,Julian,Khan,4,Son,NA,Male,Child,None,NA
26,Elizabeth Springs,Catherine,Taylor-Hall,44,Head,Single,Female,Unemployed,None,Methodist
26,Elizabeth Springs,Dale,Taylor-Hall,7,Son,NA,Male,Student,None,NA
27,Elizabeth Springs,Michelle,Thomas,35,Head,Divorced,Female,Unemployed,None,Catholic
27,Elizabeth Springs,Elaine,Thomas,0,Daughter,NA,Female,Child,None,NA
28,Elizabeth Springs,Patricia,Cooper,25,Head,Married,Female,Archivist,None,None
28,Elizabeth Springs,Philip,Cooper,28,Husband,Married,Male,Homeopath,None,None
28,Elizabeth Springs,Gary,Turner,30,Lodger,Single,Male,Primary school teacher,None,Christian
28,Elizabeth Springs,Alex,Brown,41,Lodger,Single,Male,Technical author,None,Catholic
28,Elizabeth Springs,Francis,Sinclair,23,Cousin,Single,Male,Economist,None,Catholic
28,Elizabeth Springs,Michael,Lawrence,49,Lodger,Divorced,Male,Ranger/warden,None,Catholic
29,Elizabeth Springs,Jade,Rees,33,Head,Divorced,Female,Accounting technician,None,None
29,Elizabeth Springs,Deborah,Hartley-Rees,2,Daughter,NA,Female,Child,None,NA
30,Elizabeth Springs,Joanna,Hodgson,47,Head,Married,Female,Sports therapist,None,Christian
30,Elizabeth Springs,Marc,Hodgson,47,Husband,Married,Male,Sports coach,None,Christian
30,Elizabeth Springs,Georgina,Hodgson,23,Daughter,Single,Female,"Therapist, nutritional",None,None
30,Elizabeth Springs,Mohammad,Hodgson,20,Son,Single,Male,University Student,None,Christian
30,Elizabeth Springs,Neil,Hodgson,7,Son,NA,Male,Student,None,NA
1,Johnson Fort,Graham,Wong,28,Head,Married,Male,"Designer, furniture",None,Sikh
1,Johnson Fort,Elizabeth,Wong,25,Wife,Married,Female,Unemployed,None,Sikh
1,Johnson Fort,Laura,Wong,8,Daughter,NA,Female,Student,None,NA
1,Johnson Fort,Rhys,Wong,8,Son,NA,Male,Student,None,NA
1,Johnson Fort,Steven,Wong,4,Son,NA,Male,Child,None,NA
2,Johnson Fort,Gerard,Reynolds,26,Head,Single,Male,Unemployed,None,Christian
2,Johnson Fort,Naomi,Mann,24,Partner,Single,Female,Physiological scientist,None,None
